,x,y
0,-31.0,-100.0
1,-31.0,-100.0
2,-30.875,-100.0
3,-30.875,-100.0
4,-30.875,-100.0
5,-30.75,-100.0
6,-30.75,-100.0
7,-30.625,-100.0
8,-30.625,-100.0
9,-30.625,-100.0
10,-30.5,-100.0
11,-30.5,-100.0
12,-30.5,-100.0
13,-30.375,-100.0
14,-30.375,-100.0
15,-30.25,-100.0
16,-30.25,-100.0
17,-30.25,-100.0
18,-30.125,-100.0
19,-30.125,-100.0
20,-30.125,-100.0
21,-30.0,-100.0
22,-30.0,-100.0
23,-30.0,-100.0
24,-29.875,-100.0
25,-29.875,-100.0
26,-29.75,-100.0
27,-29.75,-100.0
28,-29.75,-100.0
29,-29.625,-100.0
30,-29.625,-100.0
31,-29.625,-100.0
32,-29.5,-100.0
33,-29.5,-100.0
34,-29.375,-100.0
35,-29.375,-100.0
36,-29.375,-100.0
37,-29.25,-100.0
38,-29.25,-100.0
39,-29.25,-100.0
40,-29.125,-100.0
41,-29.125,-100.0
42,-29.125,-100.0
43,-29.0,-100.0
44,-29.0,-100.0
45,-28.875,-100.0
46,-28.875,-100.0
47,-28.875,-100.0
48,-28.75,-100.0
49,-28.75,-100.0
50,-28.75,-100.0
51,-28.625,-100.0
52,-28.625,-100.0
53,-28.625,-100.0
54,-28.5,-100.0
55,-28.5,-100.0
56,-28.375,-100.0
57,-28.375,-100.0
58,-28.375,-100.0
59,-28.25,-100.0
60,-28.25,-100.0
61,-28.25,-100.0
62,-28.125,-100.0
63,-28.125,-100.0
64,-28.0,-100.0
65,-28.0,-100.0
66,-28.0,-100.0
67,-27.875,-100.0
68,-27.875,-100.0
69,-27.875,-100.0
70,-27.75,-100.0
71,-27.75,-100.0
72,-27.75,-100.0
73,-27.625,-100.0
74,-27.625,-100.0
75,-27.5,-100.0
76,-27.5,-100.0
77,-27.5,-100.0
78,-27.375,-100.0
79,-27.375,-100.0
80,-27.375,-100.0
81,-27.25,-100.0
82,-27.25,-100.0
83,-27.125,-100.0
84,-27.125,-100.0
85,-27.125,-100.0
86,-27.0,-100.0
87,-27.0,-100.0
88,-27.0,-100.0
89,-26.875,-100.0
90,-26.875,-100.0
91,-26.875,-100.0
92,-26.75,-100.0
93,-26.75,-100.0
94,-26.625,-100.0
95,-26.625,-100.0
96,-26.625,-100.0
97,-26.5,-100.0
98,-26.5,-100.0
99,-26.5,-100.0
100,-26.375,-100.0
101,-26.375,-100.0
102,-26.25,-100.0
103,-26.25,-100.0
104,-26.25,-100.0
105,-26.125,-100.0
106,-26.125,-100.0
107,-26.125,-100.0
108,-26.0,-100.0
109,-26.0,-100.0
110,-26.0,-100.0
111,-25.875,-100.0
112,-25.875,-100.0
113,-25.75,-100.0
114,-25.75,-100.0
115,-25.75,-100.0
116,-25.625,-100.0
117,-25.625,-100.0
118,-25.625,-100.0
119,-25.5,-100.0
120,-25.5,-100.0
121,-25.375,-100.0
122,-25.375,-100.0
123,-25.375,-100.0
124,-25.25,-100.0
125,-25.25,-100.0
126,-25.25,-100.0
127,-25.125,-100.0
128,-25.125,-100.0
129,-25.125,-100.0
130,-25.0,-100.0
131,-25.0,-100.0
132,-24.875,-100.0
133,-24.875,-100.0
134,-24.875,-100.0
135,-24.75,-100.0
136,-24.75,-100.0
137,-24.75,-100.0
138,-24.625,-100.0
139,-24.625,-100.0
140,-24.5,-100.0
141,-24.5,-100.0
142,-24.5,-100.0
143,-24.375,-100.0
144,-24.375,-100.0
145,-24.375,-100.0
146,-24.25,-100.0
147,-24.25,-100.0
148,-24.25,-100.0
149,-24.125,-100.0
150,-24.125,-100.0
151,-24.0,-100.0
152,-24.0,-100.0
153,-24.0,-100.0
154,-23.875,-100.0
155,-23.875,-100.0
156,-23.875,-100.0
157,-23.75,-100.0
158,-23.75,-100.0
159,-23.75,-100.0
160,-23.625,-100.0
161,-23.625,-100.0
162,-23.5,-100.0
163,-23.5,-100.0
164,-23.5,-100.0
165,-23.375,-100.0
166,-23.375,-100.0
167,-23.375,-100.0
168,-23.25,-100.0
169,-23.25,-100.0
170,-23.125,-100.0
171,-23.125,-100.0
172,-23.125,-100.0
173,-23.0,-100.0
174,-23.0,-100.0
175,-23.0,-100.0
176,-22.875,-100.0
177,-22.875,-100.0
178,-22.875,-100.0
179,-22.75,-100.0
180,-22.75,-100.0
181,-22.625,-100.0
182,-22.625,-100.0
183,-22.625,-100.0
184,-22.5,-100.0
185,-22.5,-100.0
186,-22.5,-100.0
187,-22.375,-100.0
188,-22.375,-100.0
189,-22.25,-100.0
190,-22.25,-100.0
191,-22.25,-100.0
192,-22.125,-100.0
193,-22.125,-100.0
194,-22.125,-100.0
195,-22.0,-100.0
196,-22.0,-100.0
197,-22.0,-100.0
198,-21.875,-100.0
199,-21.875,-100.0
200,-21.75,-100.0
201,-21.75,-100.0
202,-21.75,-100.0
203,-21.625,-100.0
204,-21.625,-100.0
205,-21.625,-100.0
206,-21.5,-100.0
207,-21.5,-100.0
208,-21.375,-100.0
209,-21.375,-100.0
210,-21.375,-100.0
211,-21.25,-100.0
212,-21.25,-100.0
213,-21.25,-100.0
214,-21.125,-100.0
215,-21.125,-100.0
216,-21.125,-100.0
217,-21.0,-100.0
218,-21.0,-100.0
219,-20.875,-100.0
220,-20.875,-100.0
221,-20.875,-100.0
222,-20.75,-100.0
223,-20.75,-100.0
224,-20.75,-100.0
225,-20.625,-100.0
226,-20.625,-100.0
227,-20.5,-100.0
228,-20.5,-100.0
229,-20.5,-100.0
230,-20.375,-100.0
231,-20.375,-100.0
232,-20.375,-100.0
233,-20.25,-100.0
234,-20.25,-100.0
235,-20.25,-100.0
236,-20.125,-100.0
237,-20.125,-100.0
238,-20.0,-100.0
239,-20.0,-100.0
240,-20.0,-100.0
241,-19.875,-100.0
242,-19.875,-100.0
243,-19.875,-100.0
244,-19.75,-100.0
245,-19.75,-100.0
246,-19.625,-100.0
247,-19.625,-100.0
248,-19.625,-100.0
249,-19.5,-100.0
250,-19.5,-100.0
251,-19.5,-100.0
252,-19.375,-100.0
253,-19.375,-100.0
254,-19.375,-100.0
255,-19.25,-100.0
256,-19.25,-100.0
257,-19.125,-100.0
258,-19.125,-100.0
259,-19.125,-100.0
260,-19.0,-100.0
261,-19.0,-100.0
262,-19.0,-100.0
263,-18.875,-100.0
264,-18.875,-100.0
265,-18.875,-100.0
266,-18.75,-100.0
267,-18.75,-100.0
268,-18.625,-100.0
269,-18.625,-100.0
270,-18.625,-100.0
271,-18.5,-100.0
272,-18.5,-100.0
273,-18.5,-100.0
274,-18.375,-100.0
275,-18.375,-100.0
276,-18.25,-100.0
277,-18.25,-100.0
278,-18.25,-100.0
279,-18.125,-100.0
280,-18.125,-100.0
281,-18.125,-100.0
282,-18.0,-100.0
283,-18.0,-100.0
284,-18.0,-100.0
285,-17.875,-100.0
286,-17.875,-100.0
287,-17.75,-100.0
288,-17.75,-100.0
289,-17.75,-100.0
290,-17.625,-100.0
291,-17.625,-100.0
292,-17.625,-100.0
293,-17.5,-100.0
294,-17.5,-100.0
295,-17.375,-100.0
296,-17.375,-100.0
297,-17.375,-100.0
298,-17.25,-100.0
299,-17.25,-100.0
300,-17.25,-100.0
301,-17.125,-100.0
302,-17.125,-100.0
303,-17.125,-100.0
304,-17.0,-100.0
305,-17.0,-100.0
306,-16.875,-100.0
307,-16.875,-100.0
308,-16.875,-100.0
309,-16.75,-100.0
310,-16.75,-100.0
311,-16.75,-100.0
312,-16.625,-100.0
313,-16.625,-100.0
314,-16.5,-100.0
315,-16.5,-100.0
316,-16.5,-100.0
317,-16.375,-100.0
318,-16.375,-100.0
319,-16.375,-100.0
320,-16.25,-100.0
321,-16.25,-100.0
322,-16.25,-100.0
323,-16.125,-100.0
324,-16.125,-100.0
325,-16.0,-100.0
326,-16.0,-100.0
327,-15.9375,-100.0
328,-15.9375,-100.0
329,-15.875,-100.0
330,-15.8125,-100.0
331,-15.75,-100.0
332,-15.75,-100.0
333,-15.6875,-100.0
334,-15.625,-100.0
335,-15.625,-100.0
336,-15.5625,-100.0
337,-15.5,-100.0
338,-15.4375,-100.0
339,-15.4375,-100.0
340,-15.375,-100.0
341,-15.3125,-100.0
342,-15.25,-100.0
343,-15.25,-100.0
344,-15.1875,-100.0
345,-15.125,-100.0
346,-15.0625,-100.0
347,-15.0625,-100.0
348,-15.0,-2.4375
349,-14.9375,0.5703125
350,-14.875,3.21875
351,-14.875,3.21875
352,-14.8125,5.0625
353,-14.75,-1.421875
354,-14.75,-1.421875
355,-14.6875,0.0
356,-14.625,0.41796875
357,-14.5625,0.7890625
